run_id,criterion_id,condition,stratum,selection_probability,seed,sampling_script,audit_id
run-082,T04-R04,task_first,task_first|accessed,0.20078226857887874,60148,scripts/sample_audits.py,AA-0001
run-008,T01-R04,task_first,task_first|accessed,0.20078226857887874,60148,scripts/sample_audits.py,AA-0002
run-009,T01-R08,world_first,world_first|accessed,0.2003257328990228,60148,scripts/sample_audits.py,AA-0003
run-067,T03-R05,task_first,task_first|not_accessed,0.19753086419753085,60148,scripts/sample_audits.py,AA-0004
run-150,T08-R05,task_first,task_first|accessed,0.20078226857887874,60148,scripts/sample_audits.py,AA-0005
run-170,T07-R05,world_first,world_first|not_accessed,0.20175438596491227,60148,scripts/sample_audits.py,AA-0006
run-140,T06-R02,world_first,world_first|accessed,0.2003257328990228,60148,scripts/sample_audits.py,AA-0007
run-032,T02-R11,world_first,world_first|accessed,0.2003257328990228,60148,scripts/sample_audits.py,AA-0008
run-002,T01-R02,task_first,task_first|accessed,0.20078226857887874,60148,scripts/sample_audits.py,AA-0009
run-087,T04-R10,task_first,task_first|accessed,0.20078226857887874,60148,scripts/sample_audits.py,AA-0010
run-075,T04-R13,world_first,world_first|not_accessed,0.20175438596491227,60148,scripts/sample_audits.py,AA-0011
run-084,T04-R01,task_first,task_first|accessed,0.20078226857887874,60148,scripts/sample_audits.py,AA-0012
run-033,T02-R10,world_first,world_first|not_accessed,0.20175438596491227,60148,scripts/sample_audits.py,AA-0013
run-044,T02-R11,task_first,task_first|not_accessed,0.19753086419753085,60148,scripts/sample_audits.py,AA-0014
run-097,T05-R08,world_first,world_first|not_accessed,0.20175438596491227,60148,scripts/sample_audits.py,AA-0015
run-092,T04-R01,world_first,world_first|accessed,0.2003257328990228,60148,scripts/sample_audits.py,AA-0016
run-155,T08-R05,task_first,task_first|accessed,0.20078226857887874,60148,scripts/sample_audits.py,AA-0017
run-131,T06-R03,world_first,world_first|accessed,0.2003257328990228,60148,scripts/sample_audits.py,AA-0018
run-075,T04-R08,world_first,world_first|accessed,0.2003257328990228,60148,scripts/sample_audits.py,AA-0019
run-026,T02-R04,world_first,world_first|accessed,0.2003257328990228,60148,scripts/sample_audits.py,AA-0020
run-011,T01-R10,task_first,task_first|accessed,0.20078226857887874,60148,scripts/sample_audits.py,AA-0021
run-095,T04-R12,world_first,world_first|accessed,0.2003257328990228,60148,scripts/sample_audits.py,AA-0022
run-094,T04-R09,world_first,world_first|not_accessed,0.20175438596491227,60148,scripts/sample_audits.py,AA-0023
run-098,T05-R09,task_first,task_first|accessed,0.20078226857887874,60148,scripts/sample_audits.py,AA-0024
run-186,T07-R03,task_first,task_first|accessed,0.20078226857887874,60148,scripts/sample_audits.py,AA-0025
run-168,T08-R04,task_first,task_first|accessed,0.20078226857887874,60148,scripts/sample_audits.py,AA-0026
run-149,T08-R03,world_first,world_first|accessed,0.2003257328990228,60148,scripts/sample_audits.py,AA-0027
run-166,T08-R01,task_first,task_first|accessed,0.20078226857887874,60148,scripts/sample_audits.py,AA-0028
run-130,T06-R04,task_first,task_first|accessed,0.20078226857887874,60148,scripts/sample_audits.py,AA-0029
run-056,T03-R09,task_first,task_first|accessed,0.20078226857887874,60148,scripts/sample_audits.py,AA-0030
run-153,T08-R05,world_first,world_first|accessed,0.2003257328990228,60148,scripts/sample_audits.py,AA-0031
run-090,T04-R02,task_first,task_first|accessed,0.20078226857887874,60148,scripts/sample_audits.py,AA-0032
run-006,T01-R11,task_first,task_first|accessed,0.20078226857887874,60148,scripts/sample_audits.py,AA-0033
run-004,T01-R09,task_first,task_first|accessed,0.20078226857887874,60148,scripts/sample_audits.py,AA-0034
run-050,T03-R06,world_first,world_first|accessed,0.2003257328990228,60148,scripts/sample_audits.py,AA-0035
run-105,T05-R05,task_first,task_first|accessed,0.20078226857887874,60148,scripts/sample_audits.py,AA-0036
run-035,T02-R02,task_first,task_first|accessed,0.20078226857887874,60148,scripts/sample_audits.py,AA-0037
run-059,T03-R03,task_first,task_first|accessed,0.20078226857887874,60148,scripts/sample_audits.py,AA-0038
run-011,T01-R09,task_first,task_first|accessed,0.20078226857887874,60148,scripts/sample_audits.py,AA-0039
run-010,T01-R08,world_first,world_first|accessed,0.2003257328990228,60148,scripts/sample_audits.py,AA-0040
run-110,T05-R01,task_first,task_first|unknown,0.1875,60148,scripts/sample_audits.py,AA-0041
run-192,T07-R05,task_first,task_first|accessed,0.20078226857887874,60148,scripts/sample_audits.py,AA-0042
run-022,T01-R03,task_first,task_first|accessed,0.20078226857887874,60148,scripts/sample_audits.py,AA-0043
run-143,T06-R04,world_first,world_first|not_accessed,0.20175438596491227,60148,scripts/sample_audits.py,AA-0044
